Scientific.Name,Longitude,Latitude
Cephalopholis argus,55.2206,-21.0557
Cephalopholis argus,99.7926,10.1238
Cephalopholis argus,55.2298,-21.019
Cephalopholis argus,105.693882,-10.408357
Cephalopholis argus,34.357655,27.915649
Cephalopholis argus,34.322662,27.875046
Cephalopholis argus,34.740421,25.336998
Cephalopholis argus,73.5023,4.17755
Cephalopholis argus,-157.693792,21.269036
Cephalopholis argus,134.221608,6.980953
Cephalopholis argus,55.1256,25.1352
Cephalopholis argus,56.364,25.4926
Cephalopholis argus,-158.13,21.354
Cephalopholis argus,-151.769812,-16.52895
Cephalopholis argus,178.82317,-17.40843
Cephalopholis argus,178.980887,-17.582125
Cephalopholis argus,-154.818273,19.4894
Cephalopholis argus,-158.059342,21.654267
Cephalopholis argus,-154.820179,19.487425000000002
Cephalopholis argus,-155.911171,19.422647
Cephalopholis argus,-156.638861,21.013158
Cephalopholis argus,-155.932684,19.479919
Cephalopholis argus,-158.052181,21.663419
Cephalopholis argus,-158.06825,21.649234
Cephalopholis argus,-158.053436,21.665884
Cephalopholis argus,-155.933547,19.480623
Cephalopholis argus,73.563157,4.635119
Cephalopholis argus,73.562488,4.634077
Cephalopholis argus,54.196083,12.6717
Cephalopholis argus,35.30615,27.638367
Cephalopholis argus,178.069,-18.2641
Cephalopholis argus,-86.4,16.3833
Cephalopholis argus,40.826967,18.658617
Cephalopholis argus,40.14815,19.003833
Cephalopholis argus,-172.22694,-4.53528
Cephalopholis argus,-172.18222,-4.49139
Cephalopholis argus,99.8089,10.1087
Cephalopholis argus,-157.657,21.3317
Cephalopholis argus,-157.689,21.2687
Cephalopholis argus,178.156,-18.1731
Cephalopholis argus,92.6984,11.9676
Cephalopholis argus,92.9767,12.0071
Cephalopholis argus,118.304,2.24148
Cephalopholis argus,34.8419,26.3106
Cephalopholis argus,34.8577,26.3046
Cephalopholis argus,33.8257,27.3047
Cephalopholis argus,151.157,-34.0702
Cephalopholis argus,-156.451,20.6946
Cephalopholis argus,55.489,-4.78271
Cephalopholis argus,55.4653,-4.73919
Cephalopholis argus,55.4718,-4.76365
Cephalopholis argus,55.3973,-4.69772
Cephalopholis argus,34.4532,27.9845
Cephalopholis argus,34.2597,27.7257
Cephalopholis argus,118.642,4.15296
Cephalopholis argus,118.632,4.24892
Cephalopholis argus,102.76,5.88276
Cephalopholis argus,51.5304,24.8691
Cephalopholis argus,39.755,-4.01999
Cephalopholis argus,33.9368,26.7763
Cephalopholis argus,-63.197,18.2579
Cephalopholis argus,-63.0753,18.2222
Cephalopholis argus,-64.7574,32.3214
Cephalopholis argus,-64.91,32.36
Cephalopholis argus,147.2865,-9.57011
Cephalopholis argus,134.53614,7.9995
Cephalopholis argus,55.480335,-4.661
Cephalopholis argus,-179.155667,-16.281833
Cephalopholis argus,145.7847,15.1775
Cephalopholis argus,55.360802,-4.6597
Cephalopholis argus,166.444,-22.542
Cephalopholis argus,115.4592,-8.715615
Cephalopholis argus,53.678317,-5.67742
Cephalopholis argus,119.350761,-8.461533
Cephalopholis argus,-157.860677,21.27765
Cephalopholis argus,-159.7955,-21.2311
Cephalopholis argus,145.787575,-15.545548
Cephalopholis argus,34.908087,29.495261
Cephalopholis argus,-178.369203,-19.110811000000002
Cephalopholis argus,-174.387717,-19.796368
Cephalopholis argus,-151.738656,-16.504436
Cephalopholis argus,-149.90059,-17.48783
Cephalopholis argus,-157.775142,21.45578
Cephalopholis argus,146.015767,-16.501931
Cephalopholis argus,178.520032,-18.893642
Cephalopholis argus,177.097432,-17.263989
Cephalopholis argus,34.401431,27.962409
Cephalopholis argus,-156.028705,19.668935
Cephalopholis argus,153.373764,-29.36295
Cephalopholis argus,152.712638,-24.11048
Cephalopholis argus,-149.84451,-17.483601
Cephalopholis argus,99.311677,6.489254
Cephalopholis argus,34.401336,27.962497
Cephalopholis argus,-158.062733,21.655599
Cephalopholis argus,72.175246,10.850817
