Scientific.Name,Longitude,Latitude
Heniochus diphreutes,-158.1465,21.3723
Heniochus diphreutes,121.80679,25.145327
Heniochus diphreutes,72.901748,3.596978
Heniochus diphreutes,121.813681,25.142444
Heniochus diphreutes,-158.235348,21.527553
Heniochus diphreutes,72.919502,5.359961
Heniochus diphreutes,72.958527,3.634062
Heniochus diphreutes,-149.36663,-17.778986
Heniochus diphreutes,99.839242,10.071
Heniochus diphreutes,120.009722,8.925278
Heniochus diphreutes,-157.99,21.2854
Heniochus diphreutes,56.365265,25.482849
Heniochus diphreutes,168.25,-17.7
Heniochus diphreutes,99.84529,10.062043
Heniochus diphreutes,73.058953,5.297289
Heniochus diphreutes,73.0533,5.299112
Heniochus diphreutes,114.44796,-21.7567
Heniochus diphreutes,115.82773,-20.44072
Heniochus diphreutes,159.1094,-29.48768
Heniochus diphreutes,150,-36
Heniochus diphreutes,116.1637,-19.6933
Heniochus diphreutes,117.5807,-19.4792
Heniochus diphreutes,118.2207,-19.882
Heniochus diphreutes,116.535,-19.6915
Heniochus diphreutes,116.3462,-20.1835
Heniochus diphreutes,116.3438,-19.6792
Heniochus diphreutes,116.5287,-19.7782
Heniochus diphreutes,116.268,-20.0533
Heniochus diphreutes,116.5938,-19.6235
Heniochus diphreutes,115.9453,-20.6198
Heniochus diphreutes,116.108,-20.5603
Heniochus diphreutes,117.5955,-19.4712
Heniochus diphreutes,115.7708,-20.3447
Heniochus diphreutes,116.8298,-19.4723
Heniochus diphreutes,115.865,-20.4065
Heniochus diphreutes,151.856116,-32.871955
Heniochus diphreutes,179.736799,-19.155262
Heniochus diphreutes,153.145671,-26.616738
Heniochus diphreutes,116.2565,-20.0655
Heniochus diphreutes,116.50317,-19.78567
Heniochus diphreutes,116.98167,-20.30983
Heniochus diphreutes,115.92017,-20.62167
Heniochus diphreutes,116.57317,-19.63683
Heniochus diphreutes,115.75267,-20.346
Heniochus diphreutes,116.33833,-20.16983
Heniochus diphreutes,116.25967,-20.061
Heniochus diphreutes,117.58383,-19.4775
Heniochus diphreutes,146.768,-18.5545
Heniochus diphreutes,151.54728,-22.64272
Heniochus diphreutes,118.97583,-17.54333
Heniochus diphreutes,118.97433,-17.53766
Heniochus diphreutes,153.368762,-27.164611
Heniochus diphreutes,147.069382,-18.615888
Heniochus diphreutes,125.504289,-8.556996
Heniochus diphreutes,72.952683,3.654776
Heniochus diphreutes,98.826364,7.150973
Heniochus diphreutes,166.439674,-22.500048
Heniochus diphreutes,150.676944,-10.764444
Heniochus diphreutes,118.632757,4.117483
Heniochus diphreutes,121.802964,25.143294
Heniochus diphreutes,115.606929,-8.281156
Heniochus diphreutes,119.568016,-8.444953
Heniochus diphreutes,73.472776,3.89556
Heniochus diphreutes,125.242124,1.498132
Heniochus diphreutes,72.923726,3.559256
Heniochus diphreutes,178.077525,-18.29292
Heniochus diphreutes,-157.693438,21.268806
Heniochus diphreutes,151.334156,-33.742743
Heniochus diphreutes,153.26693,-30.205483
Heniochus diphreutes,151.295302,-33.799278
Heniochus diphreutes,151.295039,-33.799642
Heniochus diphreutes,151.293683,-33.799527
Heniochus diphreutes,153.368206,-27.162835
Heniochus diphreutes,73.533358,4.235274
Heniochus diphreutes,151.294927,-33.799358
Heniochus diphreutes,125.115516,1.675232
Heniochus diphreutes,-156.495636,20.631622
Heniochus diphreutes,166.615058,-22.517015
Heniochus diphreutes,153.36865,-27.164739
Heniochus diphreutes,166.437231,-22.298006
Heniochus diphreutes,122.171632,-0.21723
Heniochus diphreutes,73.512222,4.083889
Heniochus diphreutes,99.82117,10.083127
Heniochus diphreutes,118.636147,4.247858
Heniochus diphreutes,122.368815,-0.377558
Heniochus diphreutes,99.824543,10.090164
Heniochus diphreutes,118.629272,4.113271
Heniochus diphreutes,151.295758,-33.798848
Heniochus diphreutes,34.75,25.322174
Heniochus diphreutes,151.295822,-33.798866
Heniochus diphreutes,-157.691635,21.267066
Heniochus diphreutes,151.295629,-33.799891
Heniochus diphreutes,34.466897,27.987778
Heniochus diphreutes,151.296909,-33.798066
Heniochus diphreutes,-156.496292,20.63286
Heniochus diphreutes,73.163618,5.255229
Heniochus diphreutes,151.295783,-33.799291
Heniochus diphreutes,-157.684581,21.275317
Heniochus diphreutes,119.571757,-8.459459
Heniochus diphreutes,55.674129,-4.258536
Heniochus diphreutes,99.978382,9.799061
Heniochus diphreutes,-158.23479,21.525357
Heniochus diphreutes,153.2,-25.916666
Heniochus diphreutes,-156.49555,20.631873
Heniochus diphreutes,39.299529,-5.643523
Heniochus diphreutes,130.567445,-2.244887
Heniochus diphreutes,118.853889,4.529444
Heniochus diphreutes,125.234795,1.460501
Heniochus diphreutes,34.739008,25.338992
Heniochus diphreutes,130.563542,-2.220031
Heniochus diphreutes,34.812428,29.393447
Heniochus diphreutes,118.632,4.112312
Heniochus diphreutes,-157.836649,21.260616
Heniochus diphreutes,130.585817,-2.15555
Heniochus diphreutes,-149.618039,-17.624692
Heniochus diphreutes,73.47,3.889722
Heniochus diphreutes,151.456417,-33.454583
Heniochus diphreutes,56.364065,25.49236
Heniochus diphreutes,-157.69244,21.267276
Heniochus diphreutes,118.628667,4.114974
