Scientific.Name,Longitude,Latitude
Centropyge flavissima,178.4667,-17.315383
Centropyge flavissima,-149.898188,-17.489078
Centropyge flavissima,179.06613,-17.114855
Centropyge flavissima,178.758083,-17.176975
Centropyge flavissima,146.278,-16.7321
Centropyge flavissima,146.262,-16.7842
Centropyge flavissima,115.49,-8.77516
Centropyge flavissima,146.268,-16.7296
Centropyge flavissima,146.18,-16.7815
Centropyge flavissima,-174.54472,-4.65
Centropyge flavissima,-171.09056,-3.10361
Centropyge flavissima,-171.265,-4.45528
Centropyge flavissima,33.801,27.312
Centropyge flavissima,178.399333,-18.159833
Centropyge flavissima,-138.633333,-10.466667
Centropyge flavissima,166.858,-15.01
Centropyge flavissima,-159.828133,-18.913396
Centropyge flavissima,-159.7955,-21.2311
Centropyge flavissima,-159.736166,-18.937229
Centropyge flavissima,-159.772729,-21.267697
Centropyge flavissima,144.80265,13.524357
Centropyge flavissima,145.82385,15.259846
Centropyge flavissima,-151.738656,-16.504436
Centropyge flavissima,-172.362791,-13.442305
Centropyge flavissima,-178.433984,-19.207656
Centropyge flavissima,178.520032,-18.893642
Centropyge flavissima,-159.775511,-21.196219
Centropyge flavissima,-149.808151,-17.593108
Centropyge flavissima,167.509228,11.377358
Centropyge flavissima,-151.767407,-16.446501
Centropyge flavissima,-149.598525,-17.661405
Centropyge flavissima,145.610636,14.981188
Centropyge flavissima,153.576828,-28.194
Centropyge flavissima,145.791152,15.155878
Centropyge flavissima,-149.843481,-17.483355
Centropyge flavissima,-149.617655,-17.635306
Centropyge flavissima,-149.475842,-17.777835
Centropyge flavissima,167.508012,11.378408
Centropyge flavissima,-159.776026,-21.201037
Centropyge flavissima,-149.858577,-17.487822
Centropyge flavissima,-149.914362,-17.488937
Centropyge flavissima,-162.042366,5.881262
Centropyge flavissima,-159.815821,-21.258758
Centropyge flavissima,166.649935,19.279619
Centropyge flavissima,168.262037,-17.69589
Centropyge flavissima,-149.756758,-17.498514
Centropyge flavissima,167.174147,-20.693949
Centropyge flavissima,-178.067477,-14.311019
Centropyge flavissima,145.613043,14.970671
Centropyge flavissima,-159.745988,-21.273458
Centropyge flavissima,167.126097,-20.785520000000002
Centropyge flavissima,178.344953,-7.98735
Centropyge flavissima,178.342642,-7.991092
Centropyge flavissima,145.58314,15.023263
Centropyge flavissima,178.34367,-7.963459
Centropyge flavissima,144.643056,13.461548
Centropyge flavissima,178.344124,-7.960574
Centropyge flavissima,167.132979,-20.782042
Centropyge flavissima,166.83751,11.152035
Centropyge flavissima,166.89014,11.155093
Centropyge flavissima,166.895735,11.179056
Centropyge flavissima,166.836834,11.152732
Centropyge flavissima,166.843792,11.153993
Centropyge flavissima,166.836496,11.153451
Centropyge flavissima,166.723784,11.191619
Centropyge flavissima,166.885774,11.156579
Centropyge flavissima,166.843046,11.148967
Centropyge flavissima,166.779955,11.168257
Centropyge flavissima,166.895918,11.173841
Centropyge flavissima,166.882067,11.157271
Centropyge flavissima,166.838679,11.151681
Centropyge flavissima,166.866687,11.157786
Centropyge flavissima,179.118087,-8.429972
Centropyge flavissima,179.83835,-16.766583
Centropyge flavissima,-179.670833,-16.45555
Centropyge flavissima,-179.945717,-16.839833
Centropyge flavissima,-179.001583,-17.186867
Centropyge flavissima,-179.168083,-17.424333
Centropyge flavissima,178.421283,-18.173317
Centropyge flavissima,178.446983,-18.186167
Centropyge flavissima,178.44595,-18.186017
Centropyge flavissima,178.446933,-18.18645
Centropyge flavissima,178.446833,-18.186217
Centropyge flavissima,178.398867,-18.149117
Centropyge flavissima,178.400333,-18.163917
Centropyge flavissima,178.9527,-17.44255
Centropyge flavissima,179.360083,-17.2736
Centropyge flavissima,178.513317,-18.178767
Centropyge flavissima,178.327083,-16.831067
Centropyge flavissima,178.960517,-16.31325
Centropyge flavissima,179.037983,-16.285733
Centropyge flavissima,179.028883,-16.228833
Centropyge flavissima,179.118817,-16.237083
Centropyge flavissima,178.421467,-18.173217
Centropyge flavissima,-159.81651,-21.258104
Centropyge flavissima,145.731522,15.234388
Centropyge flavissima,179.118344,-8.431245
Centropyge flavissima,-178.071622,-14.337392
Centropyge flavissima,-162.123694,5.889261
Centropyge flavissima,-162.109128,5.869655
