Scientific.Name,Longitude,Latitude
Lutjanus fulvus,127.772,26.4453
Lutjanus fulvus,-158.065523,21.652991
Lutjanus fulvus,145.778275,-15.519852
Lutjanus fulvus,81.228447,8.691505
Lutjanus fulvus,-158.067582,21.656501
Lutjanus fulvus,-158.059342,21.654267
Lutjanus fulvus,-157.695895,21.270755
Lutjanus fulvus,-159.495289,21.880702
Lutjanus fulvus,96.885447,-12.1057
Lutjanus fulvus,-158.132036,21.354588
Lutjanus fulvus,-158.052181,21.663419
Lutjanus fulvus,-157.721229,21.470602
Lutjanus fulvus,-156.500244,20.629893
Lutjanus fulvus,-174.53722,-4.65222
Lutjanus fulvus,-122.324,47.3491
Lutjanus fulvus,134.2289,7.2097
Lutjanus fulvus,178.360333,-18.1505
Lutjanus fulvus,-178.525833,-16.835667
Lutjanus fulvus,178.280167,-16.83
Lutjanus fulvus,145.7386,15.2256
Lutjanus fulvus,120.47,22.44
Lutjanus fulvus,-171.595745,-13.872482
Lutjanus fulvus,166.436006,-22.30023
Lutjanus fulvus,-159.7955,-21.2311
Lutjanus fulvus,-172.362791,-13.442305
Lutjanus fulvus,177.386259,-16.914281
Lutjanus fulvus,-149.90059,-17.48783
Lutjanus fulvus,166.436322,-22.297778
Lutjanus fulvus,-178.414007,-19.143085
Lutjanus fulvus,-155.02888,19.736211
Lutjanus fulvus,-151.738656,-16.504436
Lutjanus fulvus,-155.027121,19.734395
Lutjanus fulvus,-171.593083,-13.873957
Lutjanus fulvus,-158.06301,21.652648
Lutjanus fulvus,144.800565,13.52516
Lutjanus fulvus,49.862127,-17.028069
Lutjanus fulvus,49.862124,-17.028086
Lutjanus fulvus,-149.807763,-17.592416
Lutjanus fulvus,130.55635,-2.24498
Lutjanus fulvus,-158.062844,21.652609000000002
Lutjanus fulvus,-157.83882,21.281379
Lutjanus fulvus,-151.743695,-16.46457
Lutjanus fulvus,119.949223,8.865618
Lutjanus fulvus,49.862132,-17.028069
Lutjanus fulvus,-149.84451,-17.483601
